address,city,date_of_sale,sold_price,type,bedrooms,bathrooms,sq_ft,lot_sqft,build_age,stories,garage,hoa_fee,school_score,median_income,dist_bart_miles,unemployment,interest_rate
3641 Clayton Rd Apt 16,Concord,5/26/26,325000,Condo,2,2.0,1088,0.0,45,1.0,0,0.0,9,89796.0,1.1884725215803926,4.7,6.96
3819 Walnut Ave,Concord,5/22/26,860000,Single-family,3,1.0,1512,19881.0,109,2.0,2,0.0,9,89796.0,1.4468574963883178,4.7,6.96
1813 Silverwood Dr,Concord,5/22/26,840000,Single-family,3,2.0,1216,8800.0,73,1.0,2,0.0,9,137432.0,1.5726399951255416,4.7,6.96
2173 Holbrook Dr,Concord,5/22/26,740000,Single-family,3,2.0,1115,6120.0,73,1.0,2,35.0,9,118906.0,0.2504474475178428,4.7,6.96
1341 Edinburgh Ct,Concord,5/22/26,1113000,Single-family,4,2.0,2091,10400.0,63,2.0,2,0.0,9,185556.0,1.1864100785508276,4.7,6.96
5248 Boulder Ct,Concord,5/22/26,920000,Single-family,4,2.0,2539,7394.0,32,2.0,2,220.0,9,91600.0,2.1924647626950478,4.7,6.96
4869 Wolf Way,Concord,5/22/26,525000,Single-family,2,2.0,966,1880.0,53,1.0,2,465.0,9,103401.0,2.9677670129196616,4.7,6.96
3715 Northwood Dr Unit G,Concord,5/22/26,435000,Townhome,3,2.0,1240,0.0,52,2.0,0,405.0,9,98151.0,0.981452450693963,4.7,6.96
2943 Richard Ave,Concord,5/21/26,610000,Single-family,3,2.0,1380,7000.0,74,1.0,0,0.0,9,102675.0,1.1794298489659207,4.7,6.96
4175 Pickwick Dr,Concord,5/21/26,920000,Single-family,4,2.0,1998,5529.0,72,2.0,2,0.0,9,120208.0,1.9364865074894209,4.7,6.96
2030 Smith Ln,Concord,5/21/26,1585000,Single-family,4,2.0,2214,11550.0,43,1.0,2,0.0,9,213929.0,1.4365400674519424,4.7,6.96
2912 Knoll Dr,Concord,5/21/26,536000,Single-family,2,1.0,800,6300.0,83,1.0,1,0.0,9,98151.0,0.8615683402962104,4.7,6.96
3115 Marvelle Ln,Concord,5/20/26,700000,Single-family,4,2.0,1795,7500.0,52,1.0,2,0.0,9,175208.0,0.419015632339567,4.7,6.96
5555 Maryland Dr,Concord,5/20/26,753000,Single-family,3,2.0,1128,7000.0,66,1.0,2,0.0,9,100417.0,3.6237576830286535,4.7,6.96
4331 Blenheim Way,Concord,5/20/26,905000,Single-family,4,2.0,1660,7008.0,55,1.0,2,0.0,9,167167.0,2.2227564557692943,4.7,6.96
2748 Courtland Dr,Concord,5/19/26,695000,Single-family,3,1.0,1089,6299.0,76,1.0,0,0.0,9,102675.0,1.1510611436853244,4.7,6.96
4130 Beryl Dr,Concord,5/19/26,850000,Single-family,3,2.0,2220,23522.0,72,1.0,2,0.0,9,144674.0,1.8297353011773767,4.7,6.96
1838 Overhill Rd,Concord,5/19/26,603900,Single-family,3,1.0,1080,5568.0,73,1.0,2,0.0,9,98151.0,1.3974871032548972,4.7,6.96
1580 Frisbie Ct Apt 5,Concord,5/19/26,252500,Condo,2,1.0,854,0.0,56,2.0,0,0.0,9,82955.0,1.5488456250991602,4.7,6.96
3875 Logan Ct,Concord,5/18/26,930000,Single-family,3,2.0,1402,10080.0,65,1.0,2,0.0,9,89796.0,1.4853486183789315,4.7,6.96
1766 Risdon Rd,Concord,5/18/26,1235000,Single-family,4,2.0,2130,11050.0,49,1.0,2,0.0,9,185556.0,1.4452177233307415,4.7,6.96
1515 Thornwood Dr,Concord,5/18/26,680000,Single-family,3,2.0,1692,7350.0,61,1.0,2,0.0,9,123964.0,2.437268228435063,4.7,6.96
1793 Live Oak Ave,Concord,5/18/26,788000,Single-family,4,2.0,1499,7350.0,70,1.0,2,0.0,9,137432.0,1.7847516337418907,4.7,6.96
1036 Oak Grove Rd Apt 137,Concord,5/18/26,237500,Condo,1,1.0,671,0.0,55,1.0,1,523.0,9,61658.0,1.4233045325406728,4.7,6.96
4006 Willow Pass Rd Apt A,Concord,5/15/26,396000,Townhome,2,1.0,896,0.0,55,1.0,0,285.0,9,137432.0,1.191851036650879,4.7,6.96
1260 Apple Dr,Concord,5/15/26,700000,Single-family,3,2.0,1196,7700.0,76,1.0,1,0.0,9,73873.0,1.551974923746455,4.7,6.96
1036 Oak Grove Rd Apt 21,Concord,5/15/26,202000,Condo,1,1.0,671,0.0,55,1.0,0,522.0,9,61658.0,1.5535323046208485,4.7,6.96
1773 Pinetree Ct,Concord,5/15/26,930000,Single-family,3,2.0,1622,8002.0,70,1.0,2,0.0,9,137432.0,1.8562521259310585,4.7,6.96
1356 Washington Blvd,Concord,5/15/26,938000,Single-family,4,2.0,1321,8800.0,66,1.0,2,0.0,9,100417.0,3.5454128372310896,4.7,6.96
1109 Vista Point Ln,Concord,5/15/26,1150000,Single-family,4,3.0,2470,17710.0,38,2.0,2,0.0,9,190882.0,4.146171891368837,4.7,6.96
3743 Sanford St,Concord,5/15/26,875000,Single-family,4,2.0,1672,7505.0,49,1.0,2,0.0,9,104844.0,0.8088915348575839,4.7,6.96
2025 Parkside Dr,Concord,5/14/26,745000,Single-family,3,2.0,1109,5301.0,84,1.0,2,0.0,9,118906.0,0.6048255984134541,4.7,6.96
1880 Clayton Way,Concord,5/14/26,695000,Single-family,4,3.0,1578,7022.0,67,1.0,0,0.0,9,137432.0,1.1313636373173812,4.7,6.96
3736 Barrington Dr,Concord,5/14/26,1200000,Single-family,4,2.0,1995,9775.0,62,1.0,2,0.0,9,175208.0,1.2292562361326893,4.7,6.96
3742 Concord Blvd,Concord,5/14/26,675000,Single-family,4,2.0,2247,9760.0,66,2.0,0,0.0,9,89796.0,1.2495276071269554,4.7,6.96
860 San Simeon Dr,Concord,5/14/26,925000,Single-family,3,2.0,1665,6000.0,63,1.0,2,0.0,9,104194.0,1.956189013498872,4.7,6.96
4095 Phoenix St,Concord,5/14/26,1295000,Single-family,4,2.0,1656,7100.0,63,1.0,1,0.0,9,123964.0,1.95001493790984,4.7,6.96
5060 Valley Crest Dr Apt 56,Concord,5/13/26,420000,Condo,3,2.0,1247,0.0,42,2.0,0,526.0,9,119539.0,3.1420609862741684,4.7,6.96
1531 Eclipse Way,Concord,5/13/26,880000,Single-family,4,2.0,2292,10605.0,62,1.0,2,0.0,9,122982.0,2.9513184937643007,4.7,6.96
4290 Woodson Ct,Concord,5/13/26,846500,Single-family,3,2.0,1285,8100.0,65,1.0,2,0.0,9,123964.0,2.431281662649528,4.7,6.96
5425 Concord Blvd Apt A4,Concord,5/13/26,295000,Condo,1,1.0,762,0.0,46,1.0,0,448.0,9,129617.0,2.732938343172225,4.7,6.96
4511 Concord Blvd,Concord,5/12/26,985000,Single-family,4,3.0,2276,20038.0,61,1.0,2,0.0,9,123964.0,2.4069667729464683,4.7,6.96
1735 David Ave,Concord,5/12/26,797500,Single-family,4,2.0,1546,10260.0,49,1.0,2,0.0,9,185556.0,1.391696171272693,4.7,6.96
5360 Grasswood Cir,Concord,5/12/26,575000,Townhome,2,2.0,930,0.0,41,1.0,0,0.0,9,190882.0,3.959857952609768,4.7,6.96
1660 Laguna St Apt D,Concord,5/12/26,249000,Condo,1,1.0,644,0.0,56,1.0,0,675.0,9,68182.0,0.675466471449392,4.7,6.96
3366 Euclid Ave,Concord,5/11/26,990000,Single-family,4,3.0,2380,10890.0,89,1.0,2,0.0,9,89796.0,0.7950213811388134,4.7,6.96
1591 Ellis St Apt 307,Concord,5/11/26,355000,Condo,2,2.0,926,0.0,57,3.0,0,575.0,9,68182.0,0.5486899779021059,4.7,6.96
3713 Merridan Dr,Concord,5/11/26,1450000,Single-family,4,2.0,2155,10200.0,62,1.0,2,0.0,9,175208.0,1.1523438692112569,4.7,6.96
2840 Mount Diablo St,Concord,5/11/26,675000,Single-family,3,1.0,1184,5200.0,79,1.0,1,0.0,9,175208.0,0.2598548405605129,4.7,6.96
1295 Kentucky Dr,Concord,5/11/26,652000,Single-family,3,2.0,1232,7700.0,62,1.0,2,0.0,9,100417.0,3.689029622969105,4.7,6.96
5520 Alaska Dr,Concord,5/10/26,739000,Single-family,3,2.0,1158,7000.0,66,1.0,2,0.0,9,100417.0,3.537801509831512,4.7,6.96
5092 Black Oak Rd,Concord,5/8/26,790000,Single-family,3,2.0,1103,9940.0,66,1.0,2,0.0,9,119539.0,3.510500812481309,4.7,7.09
1861 Parkside Dr,Concord,5/8/26,670000,Townhome,3,2.0,1645,0.0,22,3.0,2,258.0,9,89796.0,0.438161130711813,4.7,7.09
1505 Kirker Pass Rd Apt 116,Concord,5/8/26,240000,Condo,1,1.0,647,0.0,41,1.0,0,0.0,9,122982.0,2.991830655523342,4.7,7.09
1121 Vista Point Ln,Concord,5/8/26,1220000,Single-family,4,2.0,2159,37639.0,37,1.0,2,0.0,9,190882.0,4.193270101830999,4.7,7.09
4417 Catalpa Ct,Concord,5/8/26,1225000,Single-family,4,3.0,2330,5400.0,53,2.0,3,154.0,9,167167.0,3.1463600896342045,4.7,7.09
1544 Schenone Ct Apt D,Concord,5/8/26,445000,Townhome,2,1.0,1093,0.0,54,2.0,0,460.0,9,122982.0,2.9788277322569847,4.7,7.09
1777 Clayton Way,Concord,5/8/26,865000,Single-family,3,2.0,1520,7800.0,64,1.0,2,0.0,9,89796.0,1.5318537670573185,4.7,7.09
1237 Pine Creek Way Apt A,Concord,5/8/26,445000,Townhome,3,1.0,1346,0.0,55,2.0,2,423.0,9,70221.0,1.0421274666589413,4.7,7.09
1827 Briscoe Ln,Concord,5/8/26,800000,Single-family,3,2.0,1502,9583.0,72,1.0,1,0.0,9,122982.0,2.581650944049405,4.7,7.09
2135 Bluerock Cir,Concord,5/8/26,935000,Single-family,4,2.0,2539,4900.0,31,1.0,2,220.0,9,91600.0,2.1125810390510726,4.7,7.09
1760 Sharon Dr,Concord,5/8/26,810000,Single-family,3,2.0,1310,8925.0,68,1.0,2,0.0,9,137432.0,1.930453270010418,4.7,7.09
825 Oak Grove Rd Apt 62,Concord,5/7/26,360000,Condo,2,1.0,922,0.0,56,1.0,0,599.0,9,,1.7717250859796114,4.7,7.09
1409 Bel Air Dr Apt A,Concord,5/6/26,367500,Townhome,3,1.0,1185,0.0,55,2.0,0,450.0,9,103401.0,2.1485806971504755,4.7,7.09
3519 Gemini Ct,Concord,5/6/26,725000,Single-family,4,2.0,1476,9601.0,56,1.0,2,0.0,9,89796.0,1.0847778232316592,4.7,7.09
3754 Walnut Ave,Concord,5/6/26,959000,Single-family,3,2.0,1538,9350.0,76,1.0,2,0.0,9,89796.0,1.3485845608775575,4.7,7.09
2031 Sierra Rd Apt 7,Concord,5/6/26,355000,Condo,2,1.0,904,0.0,61,2.0,1,0.0,9,61658.0,1.4261685353625693,4.7,7.09
3624 Sanford St,Concord,5/6/26,995000,Single-family,4,3.0,2342,17670.0,61,1.0,2,0.0,9,104844.0,0.6788450045531221,4.7,7.09
4118 Cobblestone Dr,Concord,5/6/26,735000,Single-family,4,2.0,1191,5500.0,72,2.0,1,0.0,9,120208.0,1.824281377730192,4.7,7.09
875 Brittany Ln,Concord,5/6/26,1152000,Single-family,4,3.0,2126,9360.0,52,1.0,2,0.0,9,213929.0,1.493885318462871,4.7,7.09
1048 Peppermill Ct,Concord,5/5/26,1415000,Single-family,5,3.0,2896,14560.0,26,2.0,3,0.0,9,144674.0,1.4227736793821253,4.7,7.09
4360 Satinwood Dr,Concord,5/5/26,820000,Single-family,4,2.0,1560,9440.0,62,1.0,2,0.0,9,123964.0,2.604934544205171,4.7,7.09
1869 Renee Way,Concord,5/5/26,1500000,Single-family,4,3.0,2836,20038.0,28,1.0,3,0.0,9,122982.0,2.359503219312783,4.7,7.09
1790 Ellis St Apt 48,Concord,5/4/26,350000,Condo,2,1.0,988,0.0,46,1.0,2,0.0,9,81842.0,0.535998123905855,4.7,7.09
1590 Laverne Way,Concord,5/4/26,855000,Single-family,3,2.0,1308,7350.0,63,1.0,2,0.0,9,124713.0,2.841199021422589,4.7,7.09
2809 Jefferson Ln,Concord,5/4/26,725000,Townhome,4,2.0,1645,0.0,21,1.0,2,255.0,9,89796.0,0.4179450428130519,4.7,7.09
4024 Salem St,Concord,5/1/26,1200000,Single-family,4,2.0,1811,7700.0,61,1.0,2,0.0,9,123964.0,1.77205792598292,4.7,7.09
5020 Valley Crest Dr Apt 110,Concord,5/1/26,345000,Condo,2,2.0,1100,0.0,42,1.0,0,526.0,9,119539.0,3.163243206471699,4.7,7.09
2394 Saint George Dr,Concord,5/1/26,785000,Single-family,3,2.0,1319,6500.0,64,1.0,2,0.0,9,104844.0,0.7909661032660993,4.7,7.09
5565 Banff Ct,Concord,4/30/26,928000,Single-family,3,2.0,1598,11000.0,59,1.0,2,0.0,9,190882.0,3.8322481343440735,5.0,7.09
1956 Holly Dr,Concord,4/30/26,1400000,Single-family,5,3.0,3055,61420.0,73,2.0,2,0.0,9,124713.0,2.074378482353017,5.0,7.09
1608 Thornwood Dr,Concord,4/30/26,850000,Single-family,4,2.0,1892,7000.0,62,1.0,2,0.0,9,123964.0,2.577960883703607,5.0,7.09
5035 Valley Crest Dr Apt 169,Concord,4/30/26,362000,Condo,2,2.0,1080,0.0,42,1.0,0,526.0,9,119539.0,3.092412478664167,5.0,7.09
1475 Bassett Dr,Concord,4/30/26,740000,Single-family,3,2.0,1118,7000.0,65,1.0,2,0.0,9,103401.0,2.9789259548610927,5.0,7.09
3185 Claudia Dr,Concord,4/30/26,680000,Single-family,3,2.0,1108,5673.0,72,1.0,0,0.0,9,118906.0,0.5705351621338558,5.0,7.09
1829 Elkwood Dr,Concord,4/30/26,710000,Single-family,4,2.0,1806,9100.0,50,1.0,2,0.0,9,137432.0,1.527732142496379,5.0,7.09
5581 Gonzalez Ct,Concord,4/30/26,725000,Single-family,3,2.0,1726,6650.0,51,1.0,2,0.0,9,129617.0,3.037310625113935,5.0,7.09
1430 Bel Air Dr Apt 103,Concord,4/30/26,359000,Condo,2,2.0,940,0.0,35,1.0,0,565.0,9,103401.0,2.1406609309115963,5.0,7.09
5256 Pebble Glen Dr,Concord,4/30/26,720000,Townhome,3,2.0,1614,0.0,36,2.0,2,354.0,9,167167.0,3.4559995689747742,5.0,7.09
3744 Northridge Dr,Concord,4/29/26,1550000,Single-family,4,3.0,2487,11761.0,61,1.0,2,0.0,9,144674.0,1.365268162674642,5.0,7.09
1836 Farm Bureau Rd,Concord,4/29/26,1100000,Single-family,4,3.0,2181,10500.0,96,1.0,4,0.0,9,89796.0,1.075395467698419,5.0,7.09
2816 Glenside Dr,Concord,4/29/26,605000,Single-family,3,1.0,998,5702.0,75,1.0,1,0.0,9,98151.0,0.9592496447430874,5.0,7.09
2140 5th Ave,Concord,4/28/26,695000,Single-family,2,1.0,1072,6254.0,77,1.0,0,0.0,9,175208.0,0.3712413952401234,5.0,7.09
4225 Sherwood Ct,Concord,4/28/26,710000,Single-family,4,2.0,1160,5500.0,72,2.0,1,0.0,9,120208.0,1.960681213769175,5.0,7.09
3195 Willow Pass Rd,Concord,4/27/26,700000,Single-family,3,1.0,1661,6650.0,79,1.0,1,0.0,9,118906.0,0.7833818471586395,5.0,7.09
4303 Lynn Dr,Concord,4/27/26,1320000,Single-family,7,3.0,3035,18048.0,78,1.0,2,0.0,9,146784.0,2.015287652648707,5.0,7.09
5070 Bonwell Dr,Concord,4/27/26,651000,Single-family,3,1.0,1222,8316.0,72,1.0,0,0.0,9,124713.0,2.964348101508598,5.0,7.09
2105 Holbrook Dr,Concord,4/27/26,755000,Single-family,3,2.0,1130,6120.0,73,1.0,0,0.0,9,118906.0,0.3674129299377243,5.0,7.09
4185 Huckleberry Dr,Concord,4/24/26,805000,Single-family,4,2.0,1459,5529.0,73,2.0,2,0.0,9,120208.0,1.9501912750031476,5.0,7.09
3354 Ronald Way,Concord,4/24/26,570000,Single-family,4,2.0,1136,5490.0,73,1.0,1,35.0,9,118906.0,0.0620889421866838,5.0,7.09
1544 Bailey Rd Apt 3,Concord,4/24/26,342000,Condo,2,2.0,915,0.0,44,1.0,0,656.0,9,124713.0,2.723054386949954,5.0,7.09
5324 Swainsons Ct,Concord,4/23/26,1670000,Single-family,5,4.0,3365,10972.0,23,2.0,4,226.0,9,190882.0,3.019458212979012,5.0,7.09
1680 Laguna St Apt D,Concord,4/23/26,240000,Condo,1,1.0,644,0.0,56,1.0,0,0.0,9,68182.0,0.654955933586687,5.0,7.23
1886 Farm Bureau Rd,Concord,4/23/26,545000,Single-family,2,1.0,774,12250.0,96,1.0,0,0.0,9,89796.0,0.9849419673779422,5.0,7.23
3583 Dumbarton St,Concord,4/23/26,700000,Single-family,4,2.0,1244,6000.0,62,1.0,2,0.0,9,118906.0,0.3902746424717634,5.0,7.23
1340 Sunshine Dr,Concord,4/22/26,725000,Single-family,3,2.0,1283,7500.0,70,1.0,2,0.0,9,90375.0,1.6486214128273504,5.0,7.23
4317 Cowell Rd,Concord,4/22/26,705000,Single-family,3,2.0,1204,9150.0,70,1.0,2,0.0,9,167167.0,2.15491746245933,5.0,7.23
2164 Dena Dr,Concord,4/22/26,818000,Single-family,3,2.0,1238,6120.0,73,1.0,2,33.0,9,118906.0,0.2738606918462039,5.0,7.23
5565 Jasper Ct,Concord,4/22/26,1200000,Single-family,4,2.0,1919,10500.0,59,1.0,0,0.0,9,190882.0,3.881780541358152,5.0,7.23
1895 Landana Dr Apt B,Concord,4/22/26,475000,Townhome,2,1.0,979,0.0,56,2.0,0,285.0,9,137432.0,1.113972688050825,5.0,7.23
3245 McKean Dr,Concord,4/21/26,1038000,Single-family,4,2.0,1982,9775.0,59,1.0,2,0.0,9,146784.0,2.264643031180969,5.0,7.23
5535 Merritt Dr,Concord,4/21/26,1100000,Single-family,4,3.0,2326,23000.0,48,2.0,5,0.0,9,190882.0,4.077325323642494,5.0,7.23
1387 Del Rio Cir Unit D,Concord,4/21/26,315000,Condo,2,1.0,854,0.0,57,1.0,0,518.0,9,73873.0,1.415647560934958,5.0,7.23
3165 Euclid Ave,Concord,4/21/26,540000,Single-family,3,1.0,1618,13000.0,74,1.0,2,0.0,9,89796.0,0.6334269988564939,5.0,7.23
4423 Canoe Birch Ct,Concord,4/20/26,920000,Single-family,3,2.0,1365,5780.0,50,1.0,2,154.0,9,167167.0,3.0363868964535974,5.0,7.23
5476 Roundtree Pl Apt A,Concord,4/20/26,385000,Townhome,2,1.0,914,0.0,55,1.0,1,0.0,9,100417.0,3.381446689926604,5.0,7.23
5506 Nebraska Dr,Concord,4/20/26,1095000,Single-family,4,2.0,1942,9000.0,66,1.0,0,0.0,9,100417.0,3.521473797314475,5.0,7.23
17 Creekridge Ln,Concord,4/20/26,449000,Single-family,4,3.0,2425,21780.0,64,1.0,0,0.0,9,144674.0,0.9566441112899278,5.0,7.23
2824 Cowell Rd,Concord,4/20/26,525000,Single-family,2,1.0,1394,6780.0,77,1.0,0,0.0,9,144674.0,0.4330097911857908,5.0,7.23
4020 Joan Ave,Concord,4/17/26,803000,Single-family,3,2.0,1614,11250.0,76,1.0,0,0.0,9,120208.0,1.6565816439014416,5.0,7.23
3021 The Alameda,Concord,4/17/26,585000,Single-family,3,2.0,1877,7380.0,70,1.0,0,0.0,9,89796.0,0.4345569255196912,5.0,7.23
3905 Clayton Rd Apt 37,Concord,4/17/26,320000,Condo,2,1.0,1050,0.0,54,2.0,1,512.0,9,89796.0,1.4413002236880104,5.0,7.23
2055 Sierra Rd Apt 53,Concord,4/17/26,289000,Condo,2,1.0,962,0.0,44,2.0,0,523.0,9,61658.0,1.3004480475918454,5.0,7.23
3782 Hitchcock Rd,Concord,4/16/26,870000,Single-family,3,2.0,1200,8799.0,55,1.0,0,0.0,9,144674.0,1.405813210695138,5.0,7.23
3828 Willow Pass Rd Apt D,Concord,4/16/26,495000,Townhome,3,1.0,1147,0.0,56,2.0,0,285.0,9,137432.0,1.0895047689104285,5.0,7.23
1052 Bancroft Rd,Concord,4/16/26,560000,Townhome,3,2.0,1386,0.0,62,2.0,0,0.0,9,185556.0,0.8523541686038004,5.0,7.23
2137 Holbrook Dr,Concord,4/16/26,725000,Single-family,3,2.0,1126,6120.0,73,1.0,2,33.0,9,118906.0,0.2984592312679092,5.0,7.23
3825 Northwood Dr Unit A,Concord,4/16/26,435000,Townhome,3,2.0,1240,0.0,52,2.0,2,400.0,9,98151.0,0.9939618597421404,5.0,7.23
1897 Camino Estrada,Concord,4/15/26,850000,Single-family,4,3.0,2207,7500.0,49,2.0,2,0.0,9,129617.0,2.8163649373800546,5.0,7.23
1800 Gilardy Dr,Concord,4/15/26,1030000,Single-family,4,2.0,1796,10965.0,66,1.0,2,0.0,9,73873.0,1.603294969482483,5.0,7.23
5468 Roundtree Pl Apt C,Concord,4/15/26,399000,Townhome,2,1.0,973,0.0,55,2.0,1,0.0,9,100417.0,3.4383690137407696,5.0,7.23
974 Rosehedge Ct,Concord,4/15/26,1450000,Single-family,4,3.0,3264,8799.0,23,2.0,3,125.0,9,190882.0,4.179655872200326,5.0,7.23
4130 Storey Ln,Concord,4/14/26,925000,Single-family,4,2.0,1860,12865.0,49,1.0,2,0.0,9,144674.0,1.7818390461544962,5.0,7.23
4624 Greenbush Dr,Concord,4/14/26,815000,Single-family,4,2.0,1560,8000.0,62,1.0,0,0.0,9,123964.0,2.6505584986290684,5.0,7.23
1505 Kirker Pass Rd Apt 164,Concord,4/14/26,296000,Condo,1,1.0,634,0.0,41,1.0,0,428.0,9,122982.0,3.0709667973648718,5.0,7.23
1735 Alray Dr,Concord,4/14/26,1145000,Single-family,6,3.0,2416,8008.0,54,1.0,0,0.0,9,89796.0,1.3399205482570775,5.0,7.23
5021 Murchio Dr,Concord,4/14/26,870000,Single-family,3,2.0,1646,5050.0,45,1.0,2,0.0,9,119539.0,3.272083282881721,5.0,7.23
3959 Chestnut Ave,Concord,4/14/26,950000,Single-family,4,2.0,1974,10720.0,51,1.0,3,0.0,9,89796.0,1.5000238208206955,5.0,7.23
5374 Fernbank Dr,Concord,4/13/26,1230000,Single-family,4,2.0,2415,8446.0,24,1.0,3,125.0,9,190882.0,4.474253851543722,5.0,7.23
2831 Richard Ave,Concord,4/13/26,629000,Single-family,3,1.0,1475,6300.0,74,1.0,2,0.0,9,102675.0,1.269524722144556,5.0,7.23
5091 Saint Celestine Ct,Concord,4/13/26,900000,Single-family,4,2.0,2325,5000.0,43,2.0,2,0.0,9,119539.0,3.2689689152558707,5.0,7.23
2579 Montgomery Ave,Concord,4/13/26,780000,Single-family,3,2.0,1250,6000.0,65,1.0,2,0.0,9,118906.0,0.1612128910681566,5.0,7.23
1346 Montana Dr,Concord,4/13/26,780000,Single-family,3,2.0,1131,7000.0,65,1.0,2,0.0,9,100417.0,3.7069709058167,5.0,7.23
1851 Harrison St Apt 13,Concord,4/13/26,295000,Condo,2,1.0,816,0.0,46,1.0,1,616.0,9,53737.0,0.6203191155097348,5.0,7.23
2913 Richard Ave,Concord,4/13/26,535000,Single-family,3,1.0,1020,8400.0,74,1.0,1,0.0,9,102675.0,1.2335128150674748,5.0,7.23
1650 Matheson Rd,Concord,4/13/26,840000,Single-family,3,2.0,1294,7560.0,65,1.0,0,0.0,9,124713.0,2.8732904349212824,5.0,7.23
5425 Concord Blvd Apt H2,Concord,4/13/26,295000,Condo,1,1.0,762,0.0,46,1.0,0,448.0,9,129617.0,2.8213857418824606,5.0,7.23
1560 Ayers Rd,Concord,4/10/26,989000,Single-family,4,3.0,2626,8585.0,61,2.0,2,0.0,9,122982.0,2.867153188663344,5.0,7.23
3336 Euclid Ave,Concord,4/10/26,635000,Single-family,3,2.0,1474,10019.0,96,1.0,2,0.0,9,89796.0,0.767867496656978,5.0,7.23
4063 Salem St,Concord,4/10/26,784000,Single-family,3,2.0,1332,7700.0,63,1.0,0,0.0,9,123964.0,1.8680789738144516,5.0,7.23
1737 Ravenwood Dr,Concord,4/10/26,740000,Single-family,3,2.0,1176,7081.0,71,1.0,2,0.0,9,81842.0,0.6328909009452616,5.0,7.23
2640 Wisteria Way,Concord,4/10/26,770000,Single-family,3,3.0,1810,1954.0,13,2.0,0,0.0,9,118906.0,0.4009969768081776,5.0,7.23
1535 Parkwood Pl,Concord,4/10/26,380000,Condo,2,1.0,1088,0.0,48,2.0,0,495.0,9,124713.0,2.9738327351631,5.0,7.18
1941 Woodmoor Ct,Concord,4/10/26,935000,Single-family,3,2.0,1387,9900.0,54,1.0,2,0.0,9,185556.0,1.7269638633103914,5.0,7.18
1531 Garcez Dr,Concord,4/9/26,715000,Single-family,2,2.0,1033,13939.0,72,1.0,2,0.0,9,122982.0,2.969056794194936,5.0,7.18
5174 Jomar Dr,Concord,4/9/26,975000,Single-family,4,2.0,2044,10086.0,52,1.0,2,0.0,9,122982.0,2.4685589856662262,5.0,7.18
1478 Coventry Rd,Concord,4/9/26,575000,Single-family,4,2.0,1612,7841.0,75,2.0,2,0.0,9,175208.0,0.4950184297021714,5.0,7.18
2108 Roskelley Dr,Concord,4/9/26,530000,Single-family,3,2.0,1226,6000.0,72,1.0,2,34.0,9,118906.0,0.4522645657850312,5.0,7.18
5179 Paul Scarlet Dr,Concord,4/8/26,1015000,Single-family,4,2.0,2076,8500.0,62,2.0,4,0.0,9,122982.0,2.952764075620045,5.0,7.18
1134 Lovell Ct,Concord,4/8/26,780000,Single-family,4,3.0,1886,7700.0,70,1.0,2,0.0,9,82955.0,1.6288898666850538,5.0,7.18
1174 Saint Francis Dr,Concord,4/8/26,825000,Single-family,3,2.0,1604,12600.0,72,1.0,2,0.0,9,144674.0,1.191020749529863,5.0,7.18
330 Wellington Ave,Concord,4/7/26,333000,Single-family,2,1.0,870,6000.0,108,1.0,0,0.0,9,138875.0,2.456399114116908,5.0,7.18
1795 Klier Dr,Concord,4/7/26,1200000,Single-family,4,2.0,2210,7280.0,61,2.0,0,0.0,9,185556.0,1.5009784683933356,5.0,7.18
1866 Elkwood Dr,Concord,4/6/26,850000,Single-family,3,2.0,1712,6500.0,61,1.0,2,0.0,9,137432.0,1.3556954798735192,5.0,7.18
4650 Phyllis Ln,Concord,4/6/26,775000,Single-family,4,2.0,1745,7501.0,62,1.0,2,0.0,9,123964.0,2.7249722972110137,5.0,7.18
1181 Aspen Dr,Concord,4/6/26,601500,Single-family,3,2.0,1205,8500.0,71,1.0,2,0.0,9,90375.0,1.5341651871895594,5.0,7.18
3672 Sanford St,Concord,4/6/26,625000,Single-family,3,2.0,1905,7500.0,61,1.0,1,0.0,9,104844.0,0.7505912646797365,5.0,7.18
3124 Mount Diablo St,Concord,4/6/26,718000,Single-family,3,2.0,1130,5005.0,73,1.0,0,0.0,9,175208.0,0.4589359948161041,5.0,7.18
3994 Newcastle Rd,Concord,4/3/26,815000,Single-family,3,2.0,1196,7000.0,65,1.0,2,0.0,9,137432.0,1.9342530763485144,5.0,7.18
1328 Mesa St,Concord,4/3/26,505000,Single-family,3,2.0,1308,5440.0,79,1.0,1,0.0,9,175208.0,0.1983107831946773,5.0,7.18
1536 Lavetta Way,Concord,4/3/26,852000,Single-family,3,2.0,1542,10988.0,75,1.0,3,0.0,9,89796.0,1.453655324249994,5.0,7.18
959 Chandler Ct,Concord,4/2/26,800000,Single-family,4,2.0,2099,6840.0,64,2.0,2,0.0,9,185556.0,1.1828547045865931,5.0,7.18
1925 Solano Way,Concord,4/2/26,630000,Single-family,2,1.0,780,10000.0,83,1.0,1,0.0,9,98151.0,1.3067800078415814,5.0,7.18
4497 Wildberry Ct,Concord,4/2/26,1025000,Single-family,4,3.0,2282,6839.0,51,2.0,2,154.0,9,167167.0,2.602750504638832,5.0,7.18
2045 Sierra Rd Apt 2,Concord,4/1/26,404525,Condo,3,2.0,1099,0.0,61,2.0,1,583.0,9,61658.0,1.3751277880812047,5.0,7.18
